Country,Category,SubCategory,Manufacturer,ProductName,Value Column Name,Value
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 27in L270","Sales","124644"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 27in L270","Forecast","175748.03999999998"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 27in L270","Sales - Forecast","-51104.03999999998"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 27in L270","(Sales - Forecast)%","-0.29078014184397155"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 27in L270","Total Cost","89658"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 27in L270","Margin","34986"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 27in L270","Margin %","28.06873977086743"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 27in L270","Total Customers","17"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 24in M240","Sales","81810"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 24in M240","Forecast","115352.09999999999"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 24in M240","Sales - Forecast","-33542.09999999999"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 24in M240","(Sales - Forecast)%","-0.29078014184397155"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 24in M240","Total Cost","75240"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 24in M240","Margin","6570"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 24in M240","Margin %","8.030803080308031"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 24in M240","Total Customers","14"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 21in E210","Sales","54366"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 21in E210","Forecast","76656.06"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 21in E210","Sales - Forecast","-22290.059999999998"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 21in E210","(Sales - Forecast)%","-0.2907801418439716"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 21in E210","Total Cost","53790"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 21in E210","Margin","576"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 21in E210","Margin %","1.0594857079792517"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 21in E210","Total Customers","11"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 25.5in M255","Sales","53703"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 25.5in M255","Forecast","75721.23"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 25.5in M255","Sales - Forecast","-22018.229999999996"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 25.5in M255","(Sales - Forecast)%","-0.2907801418439716"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 25.5in M255","Total Cost","43920"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 25.5in M255","Margin","9783"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 25.5in M255","Margin %","18.216859393329983"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 25.5in M255","Total Customers","8"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 15.5in E155","Sales","25974"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 15.5in E155","Forecast","36623.34"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 15.5in E155","Sales - Forecast","-10649.339999999997"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 15.5in E155","(Sales - Forecast)%","-0.29078014184397155"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 15.5in E155","Total Cost","21378"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 15.5in E155","Margin","4596"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 15.5in E155","Margin %","17.694617694617694"
"United States","Home Appliances","Washers & Dryers","Contoso, Ltd","Contoso Washer & Dryer 15.5in E155","Total Customers","7"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 24in M260","Sales","78174"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 24in M260","Forecast","110225.34"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 24in M260","Sales - Forecast","-32051.339999999997"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 24in M260","(Sales - Forecast)%","-0.2907801418439716"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 24in M260","Total Cost","50160"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 24in M260","Margin","28014"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 24in M260","Margin %","35.83544400951723"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 24in M260","Total Customers","10"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 27in L420","Sales","53040"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 27in L420","Forecast","74786.4"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 27in L420","Sales - Forecast","-21746.399999999994"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 27in L420","(Sales - Forecast)%","-0.29078014184397155"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 27in L420","Total Cost","31644"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 27in L420","Margin","21396"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 27in L420","Margin %","40.339366515837106"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 27in L420","Total Customers","6"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 21in E214","Sales","31980"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 21in E214","Forecast","45091.799999999996"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 21in E214","Sales - Forecast","-13111.799999999996"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 21in E214","(Sales - Forecast)%","-0.29078014184397155"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 21in E214","Total Cost","44010"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 21in E214","Margin","-12030"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 21in E214","Margin %","-37.61726078799249"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 21in E214","Total Customers","9"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 15.5in E150","Sales","25974"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 15.5in E150","Forecast","36623.34"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 15.5in E150","Sales - Forecast","-10649.339999999997"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 15.5in E150","(Sales - Forecast)%","-0.29078014184397155"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 15.5in E150","Total Cost","30540"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 15.5in E150","Margin","-4566"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 15.5in E150","Margin %","-17.57911757911758"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 15.5in E150","Total Customers","9"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 25.5in M350","Sales","25857"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 25.5in M350","Forecast","36458.369999999995"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 25.5in M350","Sales - Forecast","-10601.369999999995"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 25.5in M350","(Sales - Forecast)%","-0.29078014184397155"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 25.5in M350","Total Cost","32940"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 25.5in M350","Margin","-7083"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 25.5in M350","Margin %","-27.392969021928298"
"United States","Home Appliances","Washers & Dryers","Litware, Inc.","Litware Washer & Dryer 25.5in M350","Total Customers","6"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 27in L2700","Sales","45101"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 27in L2700","Forecast","63592.409999999996"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 27in L2700","Sales - Forecast","-18491.409999999996"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 27in L2700","(Sales - Forecast)%","-0.2907801418439716"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 27in L2700","Total Cost","26370"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 27in L2700","Margin","18731"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 27in L2700","Margin %","41.531229906210505"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 27in L2700","Total Customers","5"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 21in E2100","Sales","44800"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 21in E2100","Forecast","63168"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 21in E2100","Sales - Forecast","-18368"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 21in E2100","(Sales - Forecast)%","-0.2907801418439716"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 21in E2100","Total Cost","34272"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 21in E2100","Margin","10528"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 21in E2100","Margin %","23.5"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 21in E2100","Total Customers","7"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 25.5in M2550","Sales","39800"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 25.5in M2550","Forecast","56118"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 25.5in M2550","Sales - Forecast","-16318"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 25.5in M2550","(Sales - Forecast)%","-0.2907801418439716"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 25.5in M2550","Total Cost","38430"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 25.5in M2550","Margin","1370"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 25.5in M2550","Margin %","3.442211055276382"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 25.5in M2550","Total Customers","7"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 24in M2400","Sales","32742"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 24in M2400","Forecast","46166.219999999994"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 24in M2400","Sales - Forecast","-13424.219999999994"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 24in M2400","(Sales - Forecast)%","-0.29078014184397155"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 24in M2400","Total Cost","30096"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 24in M2400","Margin","2646"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 24in M2400","Margin %","8.081363386476086"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 24in M2400","Total Customers","6"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 15.5in E1550","Sales","2000"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 15.5in E1550","Forecast","2820"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 15.5in E1550","Sales - Forecast","-820"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 15.5in E1550","(Sales - Forecast)%","-0.2907801418439716"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 15.5in E1550","Total Cost","6120"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 15.5in E1550","Margin","-4120"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 15.5in E1550","Margin %","-206"
"United States","Home Appliances","Washers & Dryers","Northwind Traders","NT Washer & Dryer 15.5in E1550","Total Customers","2"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 24.7CuFt X980","Sales","160000"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 24.7CuFt X980","Forecast","99200"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 24.7CuFt X980","Sales - Forecast","60800"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 24.7CuFt X980","(Sales - Forecast)%","0.6129032258064516"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 24.7CuFt X980","Total Cost","180200"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 24.7CuFt X980","Margin","-20200"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 24.7CuFt X980","Margin %","-12.625"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 24.7CuFt X980","Total Customers","17"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 19CuFt M760","Sales","52142"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 19CuFt M760","Forecast","32328.04"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 19CuFt M760","Sales - Forecast","19813.96"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 19CuFt M760","(Sales - Forecast)%","0.6129032258064516"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 19CuFt M760","Total Cost","78470"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 19CuFt M760","Margin","-26328"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 19CuFt M760","Margin %","-50.492884814544894"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 19CuFt M760","Total Customers","19"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator L1200","Sales","35200"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator L1200","Forecast","21824"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator L1200","Sales - Forecast","13376"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator L1200","(Sales - Forecast)%","0.6129032258064516"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator L1200","Total Cost","42400"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator L1200","Margin","-7200"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator L1200","Margin %","-20.454545454545453"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator L1200","Total Customers","4"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 9.7CuFt M560","Sales","23171"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 9.7CuFt M560","Forecast","14366.02"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 9.7CuFt M560","Sales - Forecast","8804.98"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 9.7CuFt M560","(Sales - Forecast)%","0.6129032258064515"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 9.7CuFt M560","Total Cost","43130"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 9.7CuFt M560","Margin","-19959"
